customer_id,age,account_age_months,num_transactions,avg_transaction_value,credit_score,income,days_since_last_transaction,transaction_amount
30,42,27,21,390.8819112915323,597.6407822375886,59047.94109588028,5,570.0
31,66,34,10,595.7276061092319,609.8295270103781,27669.909743272143,38,476.07
32,44,44,19,531.9089181787677,675.1818318088931,49993.86221152595,18,593.66
33,59,68,19,410.5512966362119,651.650793846743,34609.07253661411,51,557.84
34,45,100,31,579.2952223001839,641.6431957918581,56021.98951376793,57,751.69
35,33,82,20,581.9884588532958,657.311763951118,57186.15583246178,16,606.79
36,32,15,27,673.6279408714936,679.5644794646737,32417.404294603428,5,705.79
37,64,51,18,644.9220518613944,683.4124061970676,64520.44410794522,14,621.47
38,68,13,25,573.6911031089425,704.7083417807565,85082.34412292368,21,711.23
39,61,83,22,330.8613573186855,741.001740638372,62522.536063769934,40,564.08
40,69,49,19,867.2880482261086,648.9318813779262,47557.48940673343,33,685.44
41,20,70,19,289.4575683392285,623.9455518934542,45251.81445185387,4,464.43
42,54,112,19,642.3894761423463,680.6768064592594,46864.040274912375,52,578.33
43,68,56,18,564.6925725329447,592.787259186769,38588.99229834484,22,537.05
44,24,76,15,323.8786441278328,616.0647933944194,53785.97309978074,4,466.87
45,38,51,21,481.3548591682251,699.9690473196395,32923.06113268544,43,579.04
46,26,37,17,488.1870670633039,643.7935812591148,21654.533201031496,9,539.36
47,56,17,20,695.8374073715786,589.590377082098,53294.02522720323,3,650.87
48,35,58,31,393.0033649579683,575.5098467317413,50318.49598663732,11,627.72
49,21,87,20,460.7082490363469,652.4358339696904,41432.44975344209,46,602.65
50,42,90,20,149.58955924681055,707.0948268484005,30759.5506608445,9,423.53
51,31,29,16,760.2144189685366,706.4272888765594,54346.16040371052,59,650.09
52,67,33,14,339.4297635469893,655.5440251446419,35147.37442144324,29,443.27
53,26,60,22,549.0366296358762,750.4454709548064,47915.834737019984,49,618.17
54,43,91,21,484.7888255417204,644.7589817029768,76474.57781189667,23,615.77
55,19,89,23,485.299854982499,643.0716188301294,59767.84654363076,4,594.39
56,37,55,23,621.4792977306313,521.62820451305,29463.01006427455,12,601.6
57,45,10,18,750.6893690455452,627.6318525419392,30877.226434815464,35,618.05
58,64,47,12,537.7240504912987,692.6007517454248,52277.28639115638,8,481.44
59,24,23,14,598.2617026445789,728.1980668429852,29370.189769114688,17,493.91
60,61,85,25,549.3337305090562,608.4882683166358,20000.0,34,575.84
61,25,21,18,652.629713589594,673.1126164646524,57985.58016945085,30,662.19
62,64,107,25,430.5625430770509,702.3439516161644,54814.03631481301,23,619.39
63,52,13,26,661.3085831624621,650.5604076597949,56758.97496918699,42,699.39
64,31,101,15,666.5749798471076,535.8359771236385,53945.527727268556,3,551.75
65,34,33,15,662.3805513024365,662.3644999787126,49020.33932491408,40,627.97
66,53,24,20,400.9778198995286,688.0715312030446,40067.17178485009,25,522.03
67,67,108,15,474.7493548644214,602.6288552490771,57742.02449131915,43,497.04
68,57,11,9,535.9200483170653,637.2922734562807,72948.25232607726,57,457.48
69,21,17,21,294.37369327564915,592.2251978935618,42481.56488834819,41,432.9
70,19,68,22,739.2380312129022,521.4926225709823,34688.89684687552,9,666.22
71,23,47,30,498.1585199746736,701.3502205893828,32973.208708831415,40,714.66
72,59,25,28,542.5891831407082,649.8125733099074,36999.046499994234,41,671.41
73,21,94,17,413.44933404091955,729.8837498352491,53038.97786714111,8,541.47
74,46,73,23,300.9683660949466,692.8661095953089,20000.0,0,553.87
75,35,21,17,409.39551717878436,632.2895119167275,56587.55636648489,53,529.32
76,43,84,21,532.8806281450383,645.8409669947796,59658.695154442335,15,611.79
77,61,83,15,601.014321913054,678.3088695385086,23028.8246008568,57,563.08
78,51,83,24,524.268731090408,698.3441708377871,35312.293455836014,45,647.26
79,27,12,15,552.0086024362926,666.1335315371006,51195.21469768121,12,567.96
80,53,37,22,449.4460437977935,705.2796572644742,47847.95404543403,37,576.54
81,31,42,20,574.4372849368142,635.1665631662764,57794.562024028855,13,624.77
82,48,17,18,722.424929957886,600.1428226607156,47882.94767725451,39,619.56
83,65,101,15,605.718416365848,646.7595373219435,68971.54290162447,22,589.84
84,32,118,19,621.431283237941,660.2592445368092,45182.45901434477,54,625.74
85,25,48,19,544.1024598959947,589.9232302630356,35254.5051992037,17,606.85
86,31,103,21,274.5267395600597,583.1638957926689,34048.37200607365,27,481.46
87,40,28,28,343.3000204053135,672.3693148236714,61032.027639225336,58,613.24
88,57,41,20,568.2313700995765,629.6821574314788,50444.317129353745,19,593.66
89,38,99,23,498.3591422059871,641.7079547168998,59505.73851087793,0,602.59
90,33,47,20,565.9764329709242,632.0153667149589,59196.83748843777,11,602.32
91,62,112,28,751.463512676611,726.0300450881606,20000.0,26,746.8
92,35,18,21,608.9053998844,713.08805801975,32898.76098464835,42,651.97
93,64,78,20,688.8329308614233,588.1323154980416,34690.62439244269,12,595.99
94,41,99,21,514.2022084206095,623.3603393459776,37759.03717262356,54,597.26
95,43,108,20,378.91764837733405,692.5002133984797,43694.67010135211,3,519.63
96,42,105,12,491.3200761178488,680.0968118551621,64987.24391925779,24,500.01
97,62,71,25,379.28722794212933,647.9271018835108,67977.23528575849,5,612.05
98,58,105,15,733.7442435158672,593.1199897517882,45606.63754695505,53,598.35
99,46,13,24,618.5586614803204,615.8729976923228,46230.78708012883,56,668.74
100,32,82,21,578.0768744942419,624.1616216226855,39418.494139140705,44,615.18
101,62,101,8,685.3914803342155,663.8497165559551,51337.81545857816,55,558.41
102,18,13,25,196.9915378215162,735.1863577348619,53037.81324100905,21,561.83
103,42,100,25,588.2206927013989,615.6559882605936,62097.13332503398,44,627.52
104,24,31,19,303.4031323543441,598.698237622238,61976.580889738296,37,498.19
105,26,2,19,498.91164523015084,644.5706761586029,20000.0,53,519.98
106,41,16,21,453.24386112991783,701.5869490257029,47711.82578544323,35,589.78
107,18,9,17,599.2604918145422,577.6558516619648,70761.50046335155,52,560.86
108,61,73,18,534.2280933441433,722.6817075437474,43428.27609042625,2,582.93
109,25,38,21,701.7675760417683,641.3984318942165,67088.62727544933,56,639.02
110,41,75,17,409.715425860108,613.2839998843314,45403.22299983217,14,503.03
111,28,54,19,606.3671584449926,569.9905356618921,52623.85201162946,10,599.31
112,68,56,24,524.3334825348248,685.3260386710314,32946.63961401276,33,602.93
113,34,86,11,254.7064594892671,641.4414402379233,33511.27163650228,26,363.84
114,25,97,27,362.2075312215451,658.5352741377253,60882.37358394522,22,598.23
115,52,100,21,477.5182949716748,604.9594129494318,63227.274203009976,16,546.49
116,52,109,18,666.8438674837591,634.0451982874488,50396.433593007394,57,591.53
117,50,87,21,569.5584586335672,625.6709376822631,31587.13636042413,59,599.25
118,22,45,13,324.8748764178929,644.9703447310897,50657.068349108216,22,466.3
119,59,109,32,478.952565792926,616.5223836812095,68858.52441011416,33,723.41
120,56,34,21,802.6709673189546,573.2909519656389,76142.99705077641,20,671.15
121,58,9,21,516.6835002261287,786.4249872648304,45249.381015111285,32,650.21
122,45,88,21,450.90116373914066,581.8297876331243,25101.982246133146,4,564.35
123,24,8,19,573.7609461134331,659.072950347127,62605.45399332168,58,595.25
124,26,7,22,614.5089619372955,561.3986085787978,45860.553553174985,51,605.75
125,25,36,17,431.5747478779912,550.1476281691013,64145.6096234156,16,503.86
126,29,18,27,575.3862161557156,654.8913245926134,54216.083375264294,59,693.64
127,51,3,22,450.6665754993786,658.7183793884152,36748.33841357225,0,561.17
128,50,28,15,607.8991402744158,713.0749495401192,50873.66540989072,6,596.38
129,65,70,20,525.4539736956925,669.9773420507853,69625.07550581492,2,581.24
130,40,108,22,572.2951740579339,642.5094640627104,47762.690165491345,25,598.39
131,41,44,18,386.12246807487435,602.5199877967498,34477.92254831934,15,467.54
132,54,21,16,376.8070423890711,724.9506034116774,26170.337471050152,15,461.46
133,52,28,16,641.8245956989092,696.4425623025112,38417.52969703022,43,605.12
134,61,104,19,488.09054279217594,587.6835261125788,43847.95607343527,40,552.76
135,57,54,19,542.7552113149043,651.8981864105318,62299.98703875889,56,616.24
136,39,54,26,454.0406859370221,657.2026115763248,33187.260982825675,13,633.29
137,44,65,20,634.8090161020466,632.7173171697166,73306.27828594454,43,663.63
138,52,100,18,408.82850299555133,688.5925242903397,29942.716837382126,25,466.64
139,18,21,22,479.65981401486755,691.5866569174088,84972.29138835255,26,624.71
140,52,107,29,617.8989219054697,640.4757151097447,75882.77835131707,56,734.06
141,54,99,18,675.9451548746399,635.9565377101171,52117.49374081988,47,636.13
142,64,13,16,421.4361063459975,724.9479231333765,25284.596978456117,16,475.26
143,31,57,23,793.9525972933825,696.6419446181119,49168.63907026367,43,773.08
144,20,49,18,546.9862540540424,653.6180194954193,44197.385630202414,3,563.68
145,18,118,22,343.5607607286894,568.5395480459973,30885.691654236143,16,493.75
146,22,54,24,555.3578072884952,667.2000053152518,54365.14440871163,32,645.06
147,43,10,26,442.55011782748136,684.9041732458834,37645.353052165345,29,598.76
148,31,53,30,565.1102730774766,512.2739185800814,39276.41229425628,56,624.39
149,56,44,18,493.5715628509493,662.5934724159013,46944.82048141467,20,587.92
150,44,47,18,511.1410535285217,629.1654006602132,41376.36756941445,16,535.8
151,26,53,19,363.26099351207813,638.9572859935224,81172.34925665044,10,560.01
152,32,74,16,648.509184607454,604.6309523618339,41964.280505006755,50,571.66
153,32,46,17,326.5808949273452,642.5905354798178,56613.21517091713,54,470.04
154,43,13,15,333.68526568925074,719.5995788090665,52182.83738315543,29,448.45
155,59,37,19,555.104052372123,627.6800750592242,55291.25337888308,17,548.33
156,30,102,21,740.4266370766954,698.2786779396592,56436.326054163976,19,691.13
157,68,24,15,447.1110354403389,609.6834390560194,63220.422299091835,33,501.81
158,49,2,22,605.1458484055948,687.937809632802,53996.69113427964,40,689.55
159,56,86,23,661.0010265295318,650.0827927810975,53373.4369232948,27,679.58
160,66,81,20,622.2026655941104,667.601241439464,50877.156027022094,8,661.82
161,69,100,23,453.31875662394776,650.3576628048744,47923.73221490038,43,551.78
162,49,14,20,336.34299242088883,682.0812616220604,36323.03177508984,30,508.57
163,21,10,23,168.86786514929673,521.6207441033121,49086.97433869698,44,464.73
164,47,35,19,460.573925080641,579.0087343271215,53619.010628983,15,546.46
165,54,25,23,676.7131052843262,670.8540249004323,56032.46834859192,30,694.64
166,40,3,26,331.3751022857099,547.8230823051882,52704.27159485355,28,548.58
167,56,111,12,605.0314771278148,623.4709822176395,46505.67479827199,12,503.35
168,62,102,19,357.47712049221917,647.2829579481676,49143.80145206153,22,477.43
169,32,17,16,515.9108864580257,608.5929931193551,41695.30273173812,13,547.45
170,60,12,21,606.1687421232526,615.4219298653113,54698.35986509846,38,613.73
171,46,54,17,401.0756844742358,663.5791100076797,46683.07658128817,1,499.17
172,53,116,26,525.5727021045371,700.4647477889905,52708.41407296205,11,646.51
173,30,24,15,437.73629949120067,602.0775309372597,65012.045650738284,57,488.19
174,49,29,17,605.7722988407265,621.2470901906315,39359.6163553637,27,539.35
175,24,43,20,535.2975752726956,613.4369513336478,58950.43071365726,31,634.16
176,68,25,15,508.4761511643901,528.931012406136,50498.15269828059,55,458.71
177,39,100,29,733.7524940212967,657.0855895158754,80317.90399371133,48,812.43
178,45,60,19,599.3459213552453,696.7358872914247,46755.49507304736,23,643.06
179,19,90,13,396.4472200810566,700.8321603657942,60427.46874726599,36,492.71
180,59,102,17,487.1204148803357,606.4616811779631,50230.30177633966,28,532.0
181,62,65,9,488.61518223805086,587.4150975739929,29175.432375297594,51,437.93
182,23,84,24,512.0479358937818,651.0802773795842,42189.66356721283,41,607.25
183,45,119,20,878.6763914911241,691.4636843283233,63207.066581425905,17,777.54
184,45,28,19,555.6277839066495,657.7425224155191,43509.5830908759,2,615.3
185,61,16,24,194.6146144842836,664.4652317936881,20000.0,12,484.3
186,61,47,19,418.58015424245525,707.0915463868117,49528.95474613244,12,507.11
187,37,81,20,210.1441868756287,613.0431720384648,33614.95553073484,41,457.16
188,47,104,18,450.530261443124,639.0014956663485,51977.265988950785,28,572.08
189,28,92,20,201.90346554103576,731.7302755880601,73267.20622097029,1,515.58
190,45,58,14,369.2614293397358,640.1594438451186,61541.85966204356,58,501.91
191,42,76,17,271.891770554882,586.6331517016714,73049.83743109967,27,450.9
192,56,27,11,557.6240266951216,616.5321951874853,41577.31967833263,47,486.08
193,50,118,12,500.0809043943318,603.0910074389379,47852.50499546702,3,521.26
194,18,53,19,545.4443461248096,667.8581292850636,34333.457047883305,50,592.73
195,44,42,17,484.317291714721,605.2026498205611,39739.348324398576,4,518.33
196,69,59,13,290.8553374693373,663.5517126430623,36096.7275157073,38,408.35
197,30,47,18,577.0282053882103,613.1967390729675,30399.15546182064,40,564.33
198,58,94,27,788.3336840404179,543.8310730800886,70487.84937997011,4,757.13
199,20,105,13,561.381886790982,665.3309893490961,20000.0,7,507.76
200,56,34,31,436.1113101023651,657.4231840773444,70552.08357206835,33,765.06
201,23,37,19,285.78992358418327,675.887890785442,68690.88387380347,53,490.59
202,25,6,17,363.7899543860052,616.3506390417372,57496.89013218497,55,451.44
203,44,7,20,567.9559484858089,611.0227762320312,33282.390978588955,24,566.1
204,26,96,25,660.9677040199063,670.0733429240772,26267.373328351892,26,688.53
205,54,96,21,539.1299262082964,725.950978626549,41773.944781046535,51,627.66
206,50,117,21,619.9830934558975,650.5584004753164,59376.80684509886,51,620.59
207,68,25,21,606.1517366040864,671.2292548023572,50045.95456161012,6,627.34
208,59,33,24,575.9801587078877,633.9206157787146,34347.50757357864,35,653.17
209,61,55,18,401.22896071081163,572.8184739063157,67223.07176984735,31,519.59
210,41,58,19,526.0885267962728,698.3714709577029,75265.74992272307,20,589.77
211,32,7,20,372.74332941767926,695.4207119543081,46601.01253978104,46,514.44
212,49,116,21,502.61434294371526,685.5387012587597,51640.053553960184,17,634.99
213,49,57,25,549.6295296600368,640.9027280828791,27367.269745557558,1,614.06
214,41,12,16,751.8175711080282,679.852804986927,43784.199258364475,58,641.8
215,58,16,17,303.54020384485517,694.6880898693915,57656.599670014904,45,448.04
216,69,80,22,572.2261446486958,731.0079342478354,55322.848103866665,41,644.49
217,66,43,21,722.1854887435393,699.4263052323721,42384.9822618544,4,751.74
218,66,117,14,613.8271648758194,653.191061251682,45886.3473728533,43,606.79
219,69,100,26,624.9418164237562,584.5873372287814,43291.83895183172,41,676.54
220,29,77,23,588.1542352801719,657.7829148835871,45823.02929422422,57,683.02
221,56,7,13,694.7501734663125,662.8288697924654,56348.5220377719,49,611.9
222,19,100,19,336.8782747831448,685.4514887659152,20486.94371946316,59,540.48
223,20,111,31,292.111000104463,717.6945929661713,48884.75727788117,37,635.94
224,66,51,18,499.0498789302116,645.242474397161,55249.63303438533,27,597.42
225,54,73,32,175.82568446424352,755.0493594906555,41442.729715383844,30,529.96
226,66,32,17,684.5968706267017,562.0356489979712,42810.00434052678,53,608.71
227,34,75,23,683.1072793243162,670.9670936230813,43244.08338776826,43,665.35
228,66,8,23,434.9974167373211,610.0739803907986,42814.2503969426,23,582.85
229,19,97,10,444.38441050092354,554.6389000155599,50088.2566677556,59,451.84
230,19,87,18,489.1478787273993,639.9112811850421,51935.04137020675,32,590.17
231,45,89,20,507.80309756594295,577.1413650789522,20000.0,38,564.67
232,40,72,15,519.0760878791428,641.9286050983592,59793.20557208432,11,510.58
233,54,45,19,583.7348160317455,651.7384624047228,45650.016734795616,38,553.22
234,49,86,22,474.10604704872827,705.9270704667974,78994.44763202801,8,624.69
235,50,59,21,641.478995521669,574.6207432618031,32125.271916519374,51,632.41
236,18,4,22,566.8921665687955,695.4222582822886,36990.282368685024,14,638.69
237,36,104,21,408.95548311910466,654.9040225139897,46956.36532125108,22,553.2
238,19,67,16,700.2669001706146,701.4424576804797,56198.381745290535,43,651.95
239,61,29,19,296.261452081627,628.4124412484437,20738.490089427476,44,475.48
240,43,105,12,486.1751283767785,583.3877706618277,37563.499218258396,21,470.42
241,49,29,18,645.0376101613201,589.1250336892067,58869.80240860765,35,630.25
242,23,98,21,391.53903426317834,585.4096273166442,35778.140803511866,9,537.23
243,49,98,17,546.4333470150727,673.8907076460328,70550.39564564341,27,593.03
244,21,28,16,581.5009395498572,723.8461011107349,43191.74601726392,55,617.55
245,28,77,23,370.92141980281417,621.752423667239,36509.40197987155,34,509.27
246,34,79,18,489.12834206089474,681.4567649128892,59153.66386684279,55,612.36
247,55,87,24,476.52442546861846,573.827897093219,74114.2608023667,28,645.62
248,41,44,12,417.23932222515606,659.0160624588649,56245.94388115845,4,528.93
249,22,90,17,845.2512278076163,683.4281308168563,68906.44098834888,3,675.71
250,69,4,25,385.53404698317865,577.5937612361565,75149.53010955446,50,586.1
251,51,90,23,650.7395441101825,639.8058265510073,36172.11980108632,14,666.49
252,23,104,18,441.0798474678287,685.7958570242782,64075.8700108938,29,564.12
253,39,9,24,337.00457166720776,503.31146763852615,27147.94236044679,59,491.81
254,28,119,25,515.4221364732604,716.7726530850871,56373.53797679577,25,663.57
255,65,5,19,597.3640076581252,667.6839687945524,48930.231642277715,22,642.56
256,33,56,16,638.0764362598518,685.8363823858672,68644.25304563093,38,624.57
257,50,96,21,734.3397665982604,629.3640360402618,67583.77269477262,28,663.07
258,26,84,15,941.786943490265,563.8638759217322,58546.750258016036,21,749.4
259,23,50,21,537.5771305633396,676.7031478158476,54476.41849224227,34,590.88
260,33,75,20,400.53617392619185,645.8704837291745,57625.53015082926,56,516.56
261,46,15,21,567.9311490192337,651.605772771616,50926.56307064818,58,600.28
262,20,32,21,460.06805743902623,704.3803492599477,49082.063883381445,47,568.62
263,37,28,20,638.8949194778345,688.1031936931299,71638.67258378664,46,671.71
264,53,22,16,305.42535554514177,746.0618708544806,73443.34729517264,17,570.07
265,36,105,17,855.2501813600657,657.692711443675,47875.112034466896,34,669.14
266,43,17,20,628.4072142163269,615.4393781104442,53564.54604516117,45,655.37
267,20,59,17,247.3993973305753,640.5791576545637,51224.82837159162,32,497.08
268,36,90,26,393.6456646527542,670.7831686269303,25824.523370942075,6,566.85
269,37,108,24,622.4121566170908,700.7928259496489,44953.4663358199,33,671.59
270,49,71,14,676.4516084257182,576.6483024280641,73995.56301572153,9,607.54
271,24,106,25,309.16435591520553,650.4268807589584,38753.36187452284,23,531.09
272,69,57,22,606.9538775649423,730.4770828519185,81718.15193451953,24,645.19
273,58,26,20,207.89901910071148,637.989556449874,67581.89464384073,47,512.15
274,50,25,22,486.5996201793431,696.5505927434552,56022.472258193135,43,613.93
275,57,10,19,666.8070263154809,674.6558763608002,58412.64928964631,26,635.96
276,56,45,21,417.27264048455294,697.793030326249,36241.89955497462,49,551.62
277,35,83,15,273.9616551292979,609.5119729200034,46021.56871662947,5,419.61
278,57,11,20,521.9322194566339,609.729916496721,71620.98665482638,58,617.15
279,18,77,13,409.29217000467827,651.0135946061145,40782.059912397,48,442.22
280,28,53,22,594.4337549098753,573.3889106379844,65916.97635423199,7,628.93
281,45,72,13,367.2010351672909,636.5129696694171,29344.397158444124,20,437.14
282,42,104,16,384.104466552035,662.6438328757833,32027.62381287484,40,429.01
283,67,68,17,196.84965186856346,739.2317803474887,78520.76998379474,18,468.96
284,40,111,29,525.4917066577224,670.1359094634911,49822.442806395135,33,666.86
285,48,95,25,475.8642592585102,681.2614235436552,41922.50169508489,38,633.73
286,47,28,17,321.74229938898935,708.2237923525003,70441.11240498444,42,516.96
287,59,75,17,529.0698070650639,601.7671205552472,68687.32332445256,22,602.38
288,52,107,28,654.0605450966209,641.7458668814508,63811.31847885858,12,683.41
289,24,65,23,467.66480848715753,771.2706295901946,41451.531208818415,41,597.35
290,33,49,35,540.2250424732961,646.0438888807746,45696.23636093487,46,745.88
291,43,47,25,540.9966874377747,705.8215374391103,54674.43235587095,52,694.54
292,65,52,22,319.35052592315594,698.1868938586554,60415.99013220856,38,520.14
293,69,102,27,808.4878731061394,576.0943142806155,42372.74638972194,27,730.9
294,66,88,9,429.3725254816574,665.5239638502967,52561.056659310445,5,480.28
295,19,54,25,598.4174302790407,657.3373736102612,54010.86951196109,56,732.45
296,18,60,19,615.3822915843574,666.4979393920217,69301.5463456288,11,681.4
297,65,57,19,479.0607309326372,612.294376010447,61316.987434026785,2,608.29
298,29,47,28,591.0192537589452,594.1540244043921,27397.975327470638,47,673.41
299,22,31,17,536.8728832724584,626.1994999989574,46795.545372719214,19,560.09
300,54,105,18,287.35403641588914,645.1102501457899,36068.24945024875,40,507.58
301,49,46,18,450.1590948124868,709.2492223800158,58521.3113091751,41,552.29
302,26,114,22,408.11736464689074,740.8655409862804,63847.30025757566,44,570.01
303,58,26,17,430.73824379808093,719.8298923111589,51523.339784153664,7,544.87
304,52,113,14,304.39952332450434,693.0092605390922,45978.09454058225,25,437.32
305,36,114,19,668.9650575119045,599.7829868850205,51037.546895539745,37,609.37
306,65,5,12,740.298898192012,629.5551912505252,53133.789102166316,27,616.43
307,33,84,25,646.7004463997613,660.4963026206499,40398.5052242464,34,674.93
308,20,52,19,690.5793836220714,618.3780480961913,31719.33348845952,43,626.24
309,37,105,26,448.3047744487766,678.8602826263975,20000.0,40,608.62
310,41,75,21,404.5614747520945,686.0243054127144,69007.73197608326,40,533.91
311,50,54,19,383.21194297824326,676.8145031282734,57445.493654524485,42,567.08
312,41,33,21,596.6097384435834,701.2567302278791,55437.66517016259,37,701.86
313,69,50,24,534.0594579716225,604.7704393143463,68977.98331929423,1,675.57
314,28,38,15,488.41674326023616,696.6414352046099,31167.979854613746,6,426.04
315,66,27,15,694.2722816293015,615.2177274939902,23965.53686217472,40,580.35
316,25,98,21,560.7412030723015,602.9532023678557,55763.47874778634,24,564.19
317,53,15,21,374.2013543719123,676.605806709319,54399.070631651455,50,579.24
318,55,96,18,397.8636756296458,710.793678109949,24030.397854908697,49,535.27
319,57,61,21,602.2989948881218,674.4006743188005,55392.81593210708,31,650.51
320,37,21,22,656.2599278981895,651.0402011886272,43996.65571400648,11,590.62
321,52,46,23,582.7520348383954,665.5076913050754,37893.67910393627,52,634.36
322,65,69,16,784.5333121808121,656.821345903364,44998.644375763804,10,622.15
323,42,6,14,745.2510748597128,593.7024551932303,20000.0,9,580.31
324,52,38,22,566.1553752276144,587.8689927527543,41129.386649120934,54,604.8
325,42,62,15,374.21290107777463,646.0587060263273,39435.58145773693,34,494.4
326,46,86,25,303.5018732402349,653.9928417884652,58356.536704042104,43,556.6
327,35,62,22,441.89273824779275,650.5666189183867,47626.54795233671,3,616.31
328,63,82,11,612.9820169624236,683.8050806824957,59583.033105183225,41,561.48
329,35,78,25,773.9970618967907,639.226164191783,20000.0,1,694.32
330,19,74,22,562.61705516162,678.1489590952428,37413.52666143428,43,615.91
331,52,46,31,675.3084191346854,642.7706616336776,58339.95577357166,27,799.21
332,33,13,21,463.20387707182965,741.1679481018233,45367.03054140267,42,624.39
333,58,95,23,593.4153687841325,654.0356863363223,62681.90799461551,45,593.97
334,53,94,16,623.5035244215759,767.0361305762839,22930.95635916165,46,555.85
335,50,3,27,203.06085862212075,667.6005795545432,60966.66259534212,13,530.03
336,21,94,20,437.9841796435235,639.3161414705892,40412.91173322439,57,578.63
337,50,6,14,642.4550576416805,605.0276011870163,38957.04373425989,43,588.38
338,31,93,16,541.1702503454848,577.8555712971154,64865.70570391178,28,582.02
339,38,8,22,320.52274277736,600.4278857801921,67428.51694934758,1,564.11
340,65,44,24,135.48164364089655,606.0196845418005,65520.49544130923,54,523.74
341,37,109,19,445.13288820469904,669.7410010206088,80579.628875724,33,596.57
342,25,107,17,489.26214606591816,623.6917314469906,69002.05412665001,32,586.67
343,24,108,21,367.4115575257482,659.3463526277249,38068.451244015516,19,537.7
344,20,33,27,521.4627405541992,714.0989181188343,52124.57192203475,46,699.94
345,34,81,27,575.9580120849342,645.6095824182573,44597.03137272597,29,661.99
346,50,112,19,600.6030756089349,753.9578349233402,80436.34789923599,53,639.79
347,65,75,22,146.61216126015165,591.2094509830401,66573.04932048064,41,446.98
348,29,77,15,302.85723532878194,642.4708225812536,47166.79794929816,25,439.92
349,68,50,13,454.3066027467897,623.0343538194511,63168.64696629503,19,519.89
350,39,11,13,585.8259696556195,696.8253303028504,31517.02300530343,0,576.44
351,39,95,24,573.3851020325053,538.0104184816939,53753.92606468209,0,615.58
352,63,28,14,570.7804921815014,577.8442355411095,35931.16261095373,24,583.02
353,47,108,15,442.4873087046602,644.6326588774518,24671.116990588896,32,475.03
354,55,70,25,450.8549844035059,727.5688860504747,61768.0435629475,22,638.11
355,55,41,22,390.7506097367389,661.2920917018654,63628.86642781327,10,579.35
356,62,16,22,615.2291192158772,582.4226272867883,56858.18954317979,59,623.66
357,68,68,22,361.92668183906324,590.1416703654885,47255.494391502485,59,517.55
358,25,99,26,627.5054592784355,733.6494851422476,31004.62017730386,43,681.13
359,44,48,15,531.1779857206469,618.943260060188,32579.79693924129,14,489.48
360,44,56,16,493.24332823172693,602.8518313775118,35460.80030391804,13,492.84
361,51,64,27,401.49344003353,723.868628031543,46494.900624126145,54,619.93
362,38,59,22,296.66872082538106,700.5548502793496,66142.68100407373,0,534.76
363,47,90,19,402.8520865432931,713.7029821633398,65906.0631661798,32,543.57
364,50,62,29,450.4989697062671,602.4979059867092,25271.486005806844,5,641.6
365,45,76,26,144.64635326281228,573.744717949282,39601.499949245794,55,428.43
366,64,11,16,470.39672669980035,656.6583244681353,39197.584706422414,22,533.32
367,50,101,17,638.6536052039008,666.7563066536832,20000.0,53,582.59
368,22,89,22,585.0826858150808,668.2300901852416,58491.814204248614,25,653.25
