"Country","Month","Vaccination_Rate","Booster_Dose_Rate","Vaccine_Type","GDP_per_Capita","Healthcare_Access_Index","Population_Density","Median_Age","Days_Since_First_Vaccine","Stringency_Index","Season","Case_Reduction_Rate"
"Guatemala","Oct-2021","88.086965027974","42.710875471391","1","19014.571186106","88.330177372717","1302.769469104","45.175149135814","325","66.032902461024","4","70.931577072138"
"Guatemala","Nov-2021","91.323589100206","31.697168581742","1","18857.022655823","89.513189828499","792.26447208685","46.545489765668","355","64.179703819808","4","69.430607972341"
"Guatemala","Dec-2021","100","43.076155385054","1","18762.685857209","88.204630462559","568.7370012573","18.778110925807","385","65.183060713502","1","81.804283402053"
"Guatemala","Jan-2022","98.758676111183","57.937955296336","3","20035.626165752","85.969353025892","776.34447991783","45.236373488539","415","42.184540360939","1","83.836391616313"
"Guatemala","Feb-2022","100","57.446190966431","2","19488.051463492","84.939083820193","1233.8643811313","49.681723203336","445","29.805881066557","1","77.110059556147"
"Guatemala","Mar-2022","100","49.630744710168","2","19744.322455038","86.309040875025","594.24777008634","43.899556975312","475","76.707937627543","2","76.708919331973"
"Guatemala","Apr-2022","100","51.931807158671","2","19743.321532482","88.587656750811","1781.110630217","28.815845019249","505","46.290806684796","2","94.991699397669"
"Guatemala","May-2022","100","21.43769095187","1","19434.993707094","85.928054810878","1185.7581885323","18.97600799805","535","22.614373212445","2","72.61013568465"
"Burundi","Jan-2020","0.64280019095463","0.32654083937717","1","41815.056414017","50.327389656496","112.84662512553","35.003348210181","0","57.844458512707","1","11.530631019867"
"Burundi","Jan-2020","13.634354909517","8.0489164181364","1","40576.106206981","52.525537532646","548.95618001153","32.04708546258","0","25.491946693959","1","25.402876591891"
"Burundi","Mar-2020","5.0498727898046","1.8360386964841","1","39888.257278119","50.838019086826","1102.9610627652","40.867069526402","0","66.213816370241","2","13.849173795538"
"Burundi","Mar-2020","3.7729626546041","1.6777923431563","1","40265.369086854","51.165431050522","1518.1137598241","18.460591636152","0","28.125084835484","2","17.563494217822"
"Burundi","Apr-2020","4.4381942814623","1.7294290869622","1","41272.79480927","51.529288880448","354.67172112093","31.883252775615","0","47.895331407816","2","16.180012856479"
"Burundi","May-2020","15.430676518591","3.3657639116332","1","41827.322406327","51.621150493682","1714.4147839648","39.078196211806","0","31.4054098957","2","25.208492633423"
"Burundi","Jun-2020","1.9905969557347","0.41922872476962","1","43125.905349202","51.845158337993","782.45815315098","38.585222990155","0","52.077702334406","3","13.387297624111"
"Burundi","Jul-2020","6.8684851276597","2.4344731157259","3","42981.826696669","50.669399056677","148.02898874158","21.224896044078","0","21.275527795608","3","20.440184316203"
"Burundi","Aug-2020","2.8099186773503","0.64199746063955","1","42732.01866181","50.135161214914","1630.792280352","27.019352792749","0","28.271537933516","3","15.506609607735"
"Burundi","Sep-2020","9.5201109384669","5.2454745533644","2","42561.029124434","50.936467929704","363.10469212165","42.019672052507","0","76.478431748708","4","18.013407697928"
"Burundi","Oct-2020","0","0","2","40649.827850838","52.945358797408","1718.2413761676","31.727808876001","0","72.560974745405","4","9.4292589778036"
"Burundi","Nov-2020","0","0","1","42655.939282728","51.054188547874","1792.0912247074","30.454453719493","0","20.758635603621","4","15.125596890896"
"Burundi","Dec-2020","15.741663524884","9.1339878455534","1","41852.013080309","51.451790438414","593.48943567915","28.517265451837","25","67.076291925393","1","21.825254278394"
"Burundi","Jan-2021","35.206783295231","18.161322594787","1","41284.379186442","50.241336754247","1103.5624758242","32.128976043948","55","82.139292793081","1","34.514057484759"
"Burundi","Feb-2021","34.245028032075","8.8077072705161","2","41795.755879959","50.376240536823","177.37254416884","40.431012206692","85","25.093410445494","1","36.6877079803"
"Burundi","Mar-2021","63.091092026145","14.671171767506","1","43317.610381733","51.222094579242","747.57787266311","44.00958615224","115","86.30740041687","2","52.078925282349"
"Burundi","Apr-2021","65.315557787476","33.367025276142","1","40994.40808662","52.869790545633","231.28298978924","33.764003337307","145","20.794755133719","2","60.599211089771"
"Burundi","May-2021","80.676573988798","19.969643762958","1","41923.776845602","52.373362293716","1170.9038425433","48.789521551185","175","46.240940566659","2","64.84814956463"
"Burundi","Jun-2021","100","28.943833540778","3","39292.263106878","53.066505814268","95.888224781646","46.516579638338","205","56.939077636041","3","75.59371202274"
"Burundi","Jul-2021","100","40.923913766806","2","42116.014949627","51.470666422317","1258.8405793673","36.698057981539","235","83.081060734369","3","77.238456397294"
"Burundi","Aug-2021","100","31.095247319245","1","41157.474921816","51.157316336947","1171.4756625832","20.48750838288","265","88.207636536632","3","71.273683231709"
"Burundi","Sep-2021","80.872934829358","42.500183603158","2","39913.784841483","52.883951070927","1646.8491134171","48.393597225342","295","70.800365587185","4","67.585978391262"
"Burundi","Oct-2021","86.797667929794","49.742996452687","2","39428.842792288","50.144745579073","759.16210008732","43.937706585019","325","89.109329052046","4","75.951441455784"
"Burundi","Nov-2021","100","35.235634265241","3","42720.632732757","52.659136352524","942.69938799199","31.274224074805","355","39.138495035149","4","76.313824663084"
"Burundi","Dec-2021","100","50.75949660722","3","42751.730895453","50.829054810381","906.58282926709","22.133101284848","385","86.783571908111","1","79.114081267595"
"Burundi","Jan-2022","86.314098844581","40.453715476028","2","40721.53414855","50.414747571192","1346.4306592297","34.649846428921","415","74.062287421495","1","70.906684791624"
"Burundi","Feb-2022","100","42.076273550979","1","42863.286609723","51.312555197884","276.69030461678","18.921045642027","445","72.859607897153","1","79.24782477223"
"Burundi","Mar-2022","100","28.518566460356","1","39302.136370926","51.148755023626","1183.9361968407","30.551809443191","475","50.623244541661","2","80.332586186716"
"Burundi","Apr-2022","97.305931655554","39.466876772654","2","40880.072320748","51.989502697792","1726.103780406","48.384659957045","505","30.295143665033","2","82.712032082357"
"Burundi","May-2022","99.852817413651","30.285135383896","1","43290.318551119","51.588579037409","664.21570447214","38.268827338135","535","36.810193314474","2","83.291209031244"
"Vanuatu","Jan-2020","3.6659824609685","0.99990417195639","1","4904.4801960342","37.673833327489","1338.4398996568","23.514235878452","0","33.460231316607","1","5"
"Vanuatu","Jan-2020","0","0","1","4698.801233499","37.067932544426","734.89702348567","34.109352667355","0","68.327638004056","1","5"
"Vanuatu","Mar-2020","0","0","3","4510.2502482563","37.227641673332","1614.3405467882","41.944310092277","0","32.916471354946","2","5"
"Vanuatu","Mar-2020","0","0","2","4655.4656681793","37.647963148361","1497.4671668862","19.173862492499","0","37.670586104081","2","5"
"Vanuatu","Apr-2020","5.7655696305577","2.3331586944729","1","4531.9942093479","37.613726648578","1069.9083602455","25.759056116311","0","38.847026166457","2","5"
"Vanuatu","May-2020","0","0","1","4635.9283501828","36.871937329354","1782.1492886724","36.99495851373","0","67.537162340114","2","5"
"Vanuatu","Jun-2020","0","0","1","4758.2686646524","38.288450184414","869.00249699706","22.082569689458","0","39.864313405911","3","5"
"Vanuatu","Jul-2020","13.957319359286","5.9780779045034","1","4946.8070653542","37.972254014975","482.08131555463","21.257039123853","0","30.700139742903","3","10.78453803343"
"Vanuatu","Aug-2020","0","0","1","4563.2235029194","38.631047142289","169.66515386667","34.784364466248","0","48.727777889276","3","5"
"Vanuatu","Sep-2020","3.9025326898314","2.1315744787996","2","4603.0985034253","36.987683673569","1340.6000076496","47.740031652083","0","58.973402510975","4","5"
"Vanuatu","Oct-2020","0","0","1","4634.1272292539","37.563973872348","1020.1446535821","25.757111437283","0","28.038577731744","4","5"
"Vanuatu","Nov-2020","0","0","1","4708.4062917687","37.806564714448","113.12883827663","28.771336902205","0","29.409027385728","4","5"
"Vanuatu","Dec-2020","22.562928092144","6.8107611315374","2","4840.0604457509","37.949306267189","948.43661521482","31.178909252713","25","44.42077865801","1","14.791242308885"
"Vanuatu","Jan-2021","29.197292843904","7.9560645311157","1","4831.0469954148","37.901387985182","1685.239265749","22.472716052041","55","75.668711830192","1","16.010795639111"
"Vanuatu","Feb-2021","37.623937759275","9.9969180147883","2","4795.2316130801","37.785002675131","724.07266340577","46.070417306019","85","47.471157519584","1","24.147851135282"
"Vanuatu","Mar-2021","54.998773989255","19.292347390031","1","4623.6070007815","38.293362779971","1010.413576284","25.430806244698","115","82.97022012922","2","35.436349296674"
"Vanuatu","Apr-2021","80.794055811835","45.453834492424","2","4536.582272175","38.728548727546","1259.1390256121","28.716979669027","145","29.749045086437","2","52.651976170385"
"Vanuatu","May-2021","92.593781163361","38.276828076521","2","4853.4431285862","36.944186737474","630.32691491314","25.951652474063","175","72.076240480087","2","64.633623567219"
"Vanuatu","Jun-2021","100","50.498347429628","2","4642.8082520497","38.460099250565","230.15715654086","45.086473335505","205","28.924206363239","3","70.603550091432"
"Vanuatu","Jul-2021","100","25.996697093951","1","4822.1463498069","38.230938771927","1285.8837894417","40.206350222947","235","57.990711034332","3","62.603622328333"
"Vanuatu","Aug-2021","92.262108008964","25.154256866479","3","4756.6415143319","37.508314194206","929.39154925182","48.313066867578","265","30.734598218126","3","58.167625773001"
"Vanuatu","Sep-2021","100","44.458169417386","1","4892.8452034054","38.711084845794","1134.6150353425","40.292826364061","295","84.574956682411","4","73.824601781606"
"Vanuatu","Oct-2021","92.095255445547","39.648420585053","2","4681.5132155506","38.268085261168","1869.3903593903","47.618192413017","325","51.558755998289","4","63.796801982949"
"Vanuatu","Nov-2021","100","35.960108154805","1","4639.560621411","38.418433527761","19.21772577916","28.671973494117","355","47.871808551366","4","69.400661716906"
"Vanuatu","Dec-2021","100","33.853839774638","1","4829.3396141822","37.624606309675","456.96359765056","32.478064516246","385","29.859991426586","1","69.019644375664"
"Vanuatu","Jan-2022","99.933465453688","36.732561865031","3","4652.390109009","37.915232680162","1268.2059329599","18.419022610827","415","66.44761604117","1","60.913567321031"
"Vanuatu","Feb-2022","97.311113094452","22.78441110008","3","4718.3385302236","37.948731846039","143.48219000297","41.998735052774","445","34.693391516691","1","61.038055245773"
"Vanuatu","Mar-2022","98.85155980517","27.310223410352","1","4704.1262087454","37.879581500515","140.76019246242","42.81688373424","475","51.730218432362","2","65.230541171851"
"Vanuatu","Apr-2022","73.49030191607","26.478939719428","1","4554.6694524437","37.012679098809","1724.9533858169","48.275694788276","505","46.131652139583","2","51.655205141321"
"Vanuatu","May-2022","100","36.349366843924","1","4555.0998362671","38.221737313424","1321.2586444012","18.867071760111","535","35.538051335306","2","63.717716706596"
"Cook Islands","Jan-2020","0","0","1","11829.070078512","69.230055891324","1447.3111943928","45.382286979401","0","78.115390519689","1","5"
"Cook Islands","Jan-2020","16.4639724268","4.6427368004212","1","12811.05638603","68.25901037278","180.16197640039","24.652360164673","0","21.857254271167","1","18.23351932515"
"Cook Islands","Mar-2020","3.2613302224212","1.2020278938113","2","12713.840100628","69.646221464173","526.25263252827","30.150157061353","0","61.320645976037","2","6.1691213785698"
"Cook Islands","Mar-2020","7.5635156928738","2.7513397210523","1","12243.955894221","69.44645391009","1897.4220808547","42.435385413112","0","29.807922303652","2","10.94466761657"
"Cook Islands","Apr-2020","0","0","2","12230.508139475","68.298951507192","544.66794517604","35.332294869148","0","64.34347538783","2","5"
"Cook Islands","May-2020","0","0","3","12354.32218393","68.928440630969","551.89157977354","18.588501649519","0","84.000916459235","2","5"
"Cook Islands","Jun-2020","1.9584525509768","0.60638016862071","1","12509.255305295","71.704683913216","420.7783308036","18.351866517071","0","29.581994104817","3","8.6082411765549"
"Cook Islands","Jul-2020","16.205334451659","7.5519235837882","1","12833.330992339","69.970872579121","772.4456712165","34.605366569051","0","23.287617674254","3","20.88637274414"
"Cook Islands","Aug-2020","5.1765902046912","1.2067639502753","2","12008.867270645","69.846523416204","584.50053617369","29.381526926878","0","70.333213362897","3","6.3692240525868"
"Cook Islands","Sep-2020","5.7396695920168","2.2408827255112","2","12860.955688223","71.294743007027","437.73135339561","18.997860321961","0","38.358483100988","4","9.8759013257827"
"Cook Islands","Oct-2020","0","0","1","12118.409331755","71.456492780523","222.13052373621","20.404409015546","0","70.973212934252","4","5"
"Cook Islands","Nov-2020","19.750273536308","7.3852382586571","1","12715.884130005","71.576744481099","1392.4459770003","26.708644391359","0","61.316146680836","4","17.430523843531"
"Cook Islands","Dec-2020","5.2286282417513","2.9642423152318","1","12877.477442455","70.085773021603","378.41452838885","35.340830316107","25","81.106208511349","1","6.2240244849684"
"Cook Islands","Jan-2021","35.666985177136","16.532123665593","2","12752.967137331","69.257460537853","983.95567764985","25.078702138227","55","89.136760559765","1","26.858485710612"
"Cook Islands","Feb-2021","46.796182191326","12.739331138201","1","12834.657344439","68.347369442971","1397.8663318212","27.515168235922","85","84.707733676357","1","32.474767686952"
"Cook Islands","Mar-2021","68.790694375351","36.996994698875","1","12727.976554022","68.360286000337","1196.5770581793","25.360282793206","115","28.43968200441","2","55.661274684021"
"Cook Islands","Apr-2021","74.721337716337","25.102632322884","2","11787.068210718","69.534308929956","1083.5876718269","43.303141274847","145","42.312675205245","2","54.239620379282"
"Cook Islands","May-2021","96.177650241709","42.928439772238","1","11736.600046941","71.874942880983","52.32612759227","45.990453525894","175","57.025599381905","2","72.280643382866"
"Cook Islands","Jun-2021","94.827115498996","37.167511448484","2","12783.13482367","72.355822673386","1538.8640935904","31.368537029355","205","49.494990159395","3","74.591625786403"
"Cook Islands","Jul-2021","91.27369372629","22.288090891913","1","12060.486769026","69.45422648788","474.87942458932","19.346982068364","235","21.251175431339","3","70.098379691745"
"Cook Islands","Aug-2021","99.653151126132","35.250374805708","2","11975.478736402","72.211867102864","1574.8265786869","20.861152073992","265","49.230654304945","3","72.787849910017"
"Cook Islands","Sep-2021","100","26.681357843683","3","11992.013058548","72.181367568414","1302.7968314948","37.447577436123","295","55.888195771156","4","67.591083029116"
"Cook Islands","Oct-2021","93.622600157487","26.981516908304","1","12667.187614429","69.681270979491","125.10692636116","49.011284164506","325","81.86501194744","4","62.387536560141"
"Cook Islands","Nov-2021","96.266007316234","48.450237723079","2","11896.172551549","71.646005786436","456.63673795495","25.162163674324","355","57.588209602539","4","67.959613272688"
"Cook Islands","Dec-2021","100","23.65947349591","2","12033.821816927","68.750557024627","1778.6086789393","48.580847943352","385","80.348933208582","1","72.245596172055"
"Cook Islands","Jan-2022","100","42.034294824366","1","12209.854993799","69.776461164799","526.91002968305","41.149443638035","415","54.711301455514","1","77.285003451266"
"Cook Islands","Feb-2022","94.823887009638","51.250676697761","1","12298.742522341","70.703415860184","1651.115122191","29.12989465287","445","67.461130679134","1","71.11974248781"
"Cook Islands","Mar-2022","83.606037323359","46.104716037725","2","12517.919921049","71.792603679634","1735.91545991","40.667615254881","475","78.590932985457","2","63.016618930401"
"Cook Islands","Apr-2022","100","44.744455128607","2","11901.975539677","71.920387460159","1744.968620213","18.935913057106","505","77.807172539533","2","75.212729932444"
"Cook Islands","May-2022","96.296766314027","47.89832958627","1","12714.485145786","71.714776894903","1019.8607901841","18.204347894939","535","40.092669322244","2","70.747504023285"
"Australia","Jan-2020","0","0","1","32103.359910462","86.775485237965","1524.445525979","35.320530517636","0","87.40944027013","1","9.1339423803857"
"Australia","Jan-2020","12.089819441065","6.9251844920584","1","32594.858163094","89.87302812736","144.99574761929","27.630834142298","0","69.57204620517","1","18.906465050406"
"Australia","Mar-2020","1.3296967414688","0.44990717779759","2","29810.797764377","90.85230533649","1947.243048663","49.004091369142","0","72.475628222005","2","10.320692415678"
"Australia","Mar-2020","3.6710226678807","0.77030818463755","1","30678.563963054","88.810613103809","1543.1107614375","39.865452051408","0","51.213189446372","2","14.165949230939"
"Australia","Apr-2020","0","0","2","31834.277338598","87.382238797564","173.93828077553","39.775977666391","0","65.815784999679","2","10.342457639254"
"Australia","May-2020","0","0","1","31662.027486614","88.325116337401","555.68825267385","49.487284734715","0","48.653380442053","2","12.431636761645"
"Australia","Jun-2020","0","0","1","31703.065684224","88.170117616821","1730.0729171809","33.14271701413","0","87.773539954031","3","8.8384305922187"
"Australia","Jul-2020","2.6966935739707","1.3770362117899","2","32306.156989929","90.263021140711","1256.1784400465","22.199836085836","0","22.276832564388","3","17.551558316975"
"Australia","Aug-2020","1.9652116970147","1.0191880999369","1","30034.294708919","86.872560035541","1374.2749215857","31.769788636783","0","34.036730869024","3","15.52108613505"
"Australia","Sep-2020","0","0","1","32158.67878353","87.859969398671","915.88809667278","18.371857277059","0","25.071282145619","4","15.457476797697"
"Australia","Oct-2020","0","0","1","31838.336102345","90.791440623259","1561.9034678978","19.267802411147","0","53.635486308048","4","10.972899148706"
"Australia","Nov-2020","0","0","1","31225.946768238","89.501208987541","1407.9052913828","35.908757871581","0","20.683959319343","4","15.232088367653"
"Australia","Dec-2020","14.583828079476","3.4293375828846","1","29771.639430047","86.62403734315","799.87731964118","22.246904129378","25","59.727859378309","1","18.548495238346"
"Australia","Jan-2021","37.38882737309","10.471118646918","1","29994.507340368","89.598653641245","1415.8866957089","19.010756634421","55","85.534857237058","1","34.259760517891"
"Australia","Feb-2021","43.096303699202","20.842415734789","2","31898.000051019","90.480066359842","685.50588316018","44.074403639888","85","25.608039246927","1","44.260567016096"
"Australia","Mar-2021","58.645333662155","30.901346900745","1","31677.803800652","89.011956804836","1465.8631482931","20.612159424979","115","24.224645879339","2","59.306311025994"
"Australia","Apr-2021","65.985819963856","36.207305381811","1","32715.518546583","88.001454965941","372.41465222051","43.270352228559","145","66.109544285061","2","57.231582820518"
"Australia","May-2021","100","48.768071130891","1","32779.440983276","91.402896130743","1304.1481158304","24.385358429733","175","67.61597697019","2","80.921199922598"
"Australia","Jun-2021","97.426234625767","53.322255257561","2","31987.37736488","88.473881006174","698.41063516846","29.873240415507","205","89.135469461524","3","71.768447384854"
"Australia","Jul-2021","84.381931386045","41.355843132551","1","32395.598077066","91.007821306585","849.22464447818","26.858489511522","235","61.464523001535","3","78.269776459933"
"Australia","Aug-2021","100","49.324520896611","1","31903.427825692","91.052242619151","367.56938665178","25.601386397564","265","87.997656582915","3","85.047444677369"
"Australia","Sep-2021","100","39.691114257921","1","32387.249401531","88.579523520563","1034.4865343201","29.495467820793","295","61.506559600445","4","78.680757932619"
"Australia","Oct-2021","96.375590585969","56.646192151745","1","31718.89849738","87.939036863297","1549.2115201163","22.187957142987","325","87.887473155498","4","73.539653190971"
"Australia","Nov-2021","84.441013495101","19.370658632276","1","31291.171892886","88.002027569969","1659.4778981064","31.788400757178","355","37.409999081134","4","67.227290359787"
"Australia","Dec-2021","100","26.681676316038","1","29782.470786096","90.131730111468","1330.9710099674","33.188188023994","385","79.091931427844","1","77.885555936975"
"Australia","Jan-2022","100","54.73085122053","1","30017.466519245","87.643413387182","123.60284361774","34.997424896033","415","85.562398460647","1","85.29900929104"
"Australia","Feb-2022","100","32.64624419907","1","29797.777673824","86.996041597126","1973.3939446881","48.883798285953","445","20.345798665409","1","80.819414411878"
"Australia","Mar-2022","100","54.716731780801","1","31278.124491536","88.811697633465","1337.0598725167","22.468840152202","475","22.098151291087","2","88.28296640155"
"Australia","Apr-2022","100","28.074138084918","2","32696.927018534","86.705739553599","1348.478215268","32.200007017746","505","80.769957806425","2","71.425750448347"
"Australia","May-2022","100","53.524611585924","3","31801.691946057","88.856105759844","1239.5160080004","45.804959503319","535","59.942682264718","2","78.73294981093"
"Madagascar","Jan-2020","11.05525932958","3.1647897621973","2","2462.5491373678","86.635985602793","222.1201303129","39.051049747297","0","89.958960803947","1","8.0103084178406"
"Madagascar","Jan-2020","10.05142573278","5.1559209815228","1","2548.3151208154","87.806812585642","814.23924008556","28.465061170024","0","66.731536989451","1","9.4067216085808"
"Madagascar","Mar-2020","5.9740006984986","3.101255857921","1","2568.0737785355","83.900460846001","1093.5333049421","18.18427713594","0","42.721008093019","2","8.845872306805"
"Madagascar","Mar-2020","0","0","1","2476.1959426415","84.504902549626","752.77106534239","25.272628072421","0","25.123714663791","2","5.7864363072452"
"Madagascar","Apr-2020","16.420151601364","7.3528804790964","1","2459.0450154598","87.728604253218","1042.9727524211","33.333820084151","0","21.79494460645","2","19.047773458122"
"Madagascar","May-2020","0","0","1","2497.3294845251","86.412785676795","1532.1176904688","44.015543638915","0","70.268615335855","2","5"
"Madagascar","Jun-2020","7.5892858978677","2.2569998834883","3","2379.5179769706","88.094882127438","709.72914760687","21.245466510375","0","54.011023143043","3","8.8956836877071"
"Madagascar","Jul-2020","0","0","2","2498.713033468","84.884889324137","1224.5642287887","40.916821575142","0","39.083680051347","3","5"
"Madagascar","Aug-2020","0","0","2","2409.6770153807","85.986548770137","1421.0020608276","21.420061539032","0","59.711855374023","3","5"
"Madagascar","Sep-2020","13.974147030604","5.8704080462137","1","2522.106848819","88.18228781566","1207.2075220912","44.214043501657","0","81.894452434389","4","10.301530691118"
"Madagascar","Oct-2020","0","0","1","2573.5562453561","87.917606970175","713.30854481241","25.579857887183","0","74.63678606707","4","5"
"Madagascar","Nov-2020","8.0290161814569","2.9666837543906","2","2388.296042966","86.494972551079","909.01768068709","36.771470821615","0","31.76099454214","4","10.833782997054"
"Madagascar","Dec-2020","18.837768809321","5.4007114602196","1","2370.4011924065","86.588275890509","1218.1171318167","35.49431720685","25","36.236296728118","1","17.882552604435"
"Madagascar","Jan-2021","42.094936033835","16.783534865729","3","2398.4770183826","86.862192372598","814.59434852754","31.70238767762","55","70.231843596072","1","28.0113548507"
"Madagascar","Feb-2021","48.189830791853","14.92266861089","1","2385.8376753331","87.887562634792","391.8159761903","28.347889987697","85","35.865948155889","1","40.683486584973"
"Madagascar","Mar-2021","51.634359204373","21.047399717796","1","2563.7236364815","84.485162073948","1084.623710063","46.162530801967","115","65.561415833304","2","36.940780520053"
"Madagascar","Apr-2021","52.562643574285","17.51391306111","2","2611.9555283802","86.690622609767","1119.9890005663","41.380816327656","145","52.56439285986","2","39.399945405181"
"Madagascar","May-2021","88.464337187935","51.579141864857","1","2536.2574950314","84.316306957318","1076.2970921014","21.093646388695","175","51.525965538073","2","64.618755160542"
"Madagascar","Jun-2021","92.644700574102","43.169159164152","2","2595.2890288112","84.489952889898","804.63867246052","22.877312426573","205","89.473845151086","3","68.060118117286"
"Madagascar","Jul-2021","100","53.681331775057","1","2519.7259817725","83.740331042053","1512.9881367886","22.086831476328","235","77.824734117677","3","74.109291331965"
"Madagascar","Aug-2021","100","21.44641522099","1","2430.0054509863","85.136426279419","184.40906606004","47.982650336994","265","58.766156849866","3","70.794996143534"
"Madagascar","Sep-2021","91.519013006608","34.674816649742","2","2492.8684812712","88.017383959537","998.9573309826","49.749056474346","295","79.599747042157","4","57.898387815836"
"Madagascar","Oct-2021","100","35.224931739063","2","2580.5739811649","87.432870518413","1582.1605682511","27.749732451137","325","25.664349813588","4","72.842969819916"
"Madagascar","Nov-2021","88.120871913579","42.120052739266","1","2607.3436835042","86.583127447067","1646.7363216324","22.240789527739","355","80.341013759084","4","60.787355742703"
"Madagascar","Dec-2021","99.749730412549","44.1393729235","2","2408.0343674528","85.870140655983","803.3394252669","22.683967749192","385","45.727409560407","1","75.998093898221"
"Madagascar","Jan-2022","100","37.299915133205","1","2490.4946138776","85.54532131754","220.27272168087","38.506442070087","415","35.122672775672","1","73.336693552577"
"Madagascar","Feb-2022","100","26.080994125146","1","2558.8465272264","85.649837018217","125.7459530559","49.835722149433","445","24.044639269746","1","76.474008676671"
"Madagascar","Mar-2022","94.363509725737","23.454425509846","1","2389.6675869362","86.846824606825","133.96067827882","34.301508100793","475","89.768779769708","2","60.399676625701"
"Madagascar","Apr-2022","100","32.250144831464","2","2495.6964533692","85.476146542985","270.113649713","46.371334887695","505","51.484925417493","2","74.657616896455"
"Madagascar","May-2022","94.928921058674","34.710940446081","2","2547.1117484291","87.244223080918","31.952216213008","31.316927941752","535","53.694090614473","2","64.021010325878"
"Greenland","Jan-2020","0","0","1","1845.7524273628","44.880893741391","1951.988772271","43.649187580256","0","87.170365102472","1","5"
"Greenland","Jan-2020","0","0","1","2007.2413552475","44.489416734501","981.59986267334","22.801557270207","0","42.727314882304","1","5"
"Greenland","Mar-2020","0","0","1","1932.5525278209","46.368406129688","1785.2485309911","48.570709968126","0","75.083237037871","2","5"
"Greenland","Mar-2020","11.423264545384","4.2841954098651","1","2006.5650206683","44.326237399981","1804.5063643495","32.767278867991","0","64.60410337658","2","5.0810734651006"
"Greenland","Apr-2020","7.4209537200931","3.3740692425583","2","1856.3337917943","45.639144494297","308.83631162591","41.597880599088","0","55.855534456887","2","5"
