ID,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),spcies
50,4.906913522965532,2.802486581891507,1.3717578488547921,0.5484859065506029,setosa
51,6.812818870121271,3.1280063546913213,4.443588208695433,0.9697297952833294,versicolor
52,4.772434684945377,2.6003287020249046,3.6616195265432268,0.7195145312212172,versicolor
53,5.297168271828713,2.925220614549055,0.984288049026925,0.16005842263073922,setosa
54,6.878694390672268,3.034370121071558,5.964025396844876,2.4529419369347485,virginica
55,6.135070745910823,2.2718510237403517,5.161764210174647,1.4407396363378475,virginica
56,4.614310992074197,3.656528135950979,1.7513581027863392,0.21971758474443465,setosa
57,6.071681349353986,2.7249255488490762,4.122637411899029,1.184807757335429,versicolor
58,5.849064424312275,3.0764584567117317,4.599588838739482,1.5382950356639704,versicolor
59,6.765832913987183,2.4791201969798107,5.5954296504929575,2.145190023520951,virginica
60,6.157407207125348,2.8465320155071256,5.1362026273480925,2.043569476986085,virginica
61,5.877320873149548,3.1265994493113842,4.100762212500807,1.0837916903697165,versicolor
62,5.65815501977483,2.5059461889753685,3.8460645383172736,1.414609786038657,versicolor
63,6.841108814553363,3.0437109439610186,5.641628230453419,2.293546844053286,virginica
64,5.479114769338491,2.7732285848959894,5.0017597293381915,2.0080381495642228,virginica
65,5.305492351173511,2.9992212960529416,4.390941455259192,1.4597423330983985,versicolor
66,6.295381337682029,2.598190271185929,4.5954708401867315,1.6998733664651107,versicolor
67,4.870468575980864,3.702705339707572,1.2525061314955954,0.06759962152953466,setosa
68,4.7459897178843224,3.0473751247002117,1.3335404254614456,0.1899621186226315,setosa
69,5.76151523896803,2.8263243529249804,4.868393896528363,1.8798879078221777,virginica
70,8.050472916556311,4.033385706010842,6.6150672814137454,2.1795160248322336,virginica
71,6.199288580523298,3.256249714419235,6.062247302028047,2.526784875899369,virginica
72,6.1431541744283376,2.9897392242041847,4.664665771164518,1.395217097658704,versicolor
73,6.682372031714982,3.2709285820297187,5.949199240059422,2.291277362178262,virginica
74,6.386497846801642,3.6938226471902524,5.500501564121576,2.087090146608233,virginica
75,5.243453520717366,3.089032556330185,1.6503121873142688,0.5476645614498217,setosa
76,6.883826673433829,3.1859099716341146,5.104648570803882,2.670165004733498,virginica
77,7.482878696063735,4.094611442929704,6.90244051695227,2.015507207967178,virginica
78,6.250757248830761,3.855892969574876,4.2002769192719045,1.5862610905070433,versicolor
79,5.342066285612692,3.812251000280478,1.5011377965047852,0.04282009880465151,setosa
80,4.97712590592962,3.1508846888311415,1.436110381007298,0.2057581576047085,setosa
81,5.639204952470927,2.479594054105453,4.003756477753844,0.8513518476117647,versicolor
82,5.4573552157037994,2.934718400337565,4.238566911640959,1.333015403406347,versicolor
83,5.73639482711097,2.925525957152583,4.217872619238915,1.4748071193567274,versicolor
84,5.042374749020445,3.6132914011714536,1.1966106518619557,-0.4212100393605704,setosa
85,5.704971619506461,2.659017088177872,4.894761926602522,2.4502198340399257,virginica
86,5.545777491438697,3.525528642149101,1.5554116633898944,0.2115873742062835,setosa
87,4.958425673330712,3.7689835527121183,1.829043794239786,0.3298866192467181,setosa
88,4.599272446642111,2.2803426026569587,3.441203063902546,0.8467650268505919,versicolor
89,7.56539278056515,3.777466607470497,6.244137003558633,2.0608379632717426,virginica
90,4.945666289424767,2.1869688405762884,3.175175570868294,1.0571003721701249,versicolor
91,4.351896103325065,3.219762287540764,1.4416690761232254,0.25138635407205673,setosa
92,6.468011523088281,3.165301623945115,5.3502663356387385,1.9720507621929046,virginica
93,5.627125068943987,3.1326309388090237,5.098141360378526,2.0353610616561273,virginica
94,6.120358634435401,3.044404293058017,5.54758517987781,1.5461782569880045,virginica
95,4.8647991478967025,3.500552062343163,1.5201150126639003,0.3820282757686971,setosa
96,5.864935888434592,2.8874958082083326,4.75599612774357,1.8581834645089086,virginica
97,6.03108430651636,2.7458894481817455,4.9120445812779385,2.360712888511202,virginica
98,5.064620900434588,3.7305089716747664,1.625127614429773,0.5578540262876893,setosa
99,5.775722130091644,3.1220491857163992,5.044975619624141,1.6460079723153407,virginica
100,5.1212268573344355,3.297157344493058,2.221711704949096,0.2923686926987152,setosa
101,7.482239447538269,2.9979496708168702,6.266967299597501,1.930459766134529,virginica
102,5.783459190653478,3.1046370506755583,4.977250909770338,2.370253250549451,virginica
103,5.22239227422754,2.6334296560464825,3.223668730657201,0.7366013082767483,versicolor
104,6.100211993276861,2.3271745570173215,3.649350157296216,1.0601977781269407,versicolor
105,6.310302769943672,2.5572039572037433,4.634831983686997,1.7481134641263192,virginica
106,5.892748461954393,2.8506355226980125,3.902930800756087,1.5345031821676642,versicolor
107,6.383430838260161,3.402260144797782,5.457242901319968,1.9806205105287185,virginica
108,6.972609612950892,3.1807649774348805,4.214928488244538,1.362042439175699,versicolor
109,5.651814868483045,4.189949564727379,1.6255013784406434,0.2566999549807037,setosa
110,4.471387796494346,2.2557113039963883,1.1400922918561966,-0.06454635808717801,setosa
111,6.51689916384417,2.7142582373518094,4.333418434851711,1.725484696896279,versicolor
112,5.47459123191922,3.7288282394684376,1.4229634250427345,0.33696831538972694,setosa
113,5.00473785844623,3.7450673902747083,1.9475725319546402,0.3173541632526501,setosa
114,6.90921595393764,2.9599952671227396,4.295815253814017,1.7247947322222752,versicolor
115,5.044578869697916,3.5085138732047874,1.7356982027189587,0.38448246526760654,setosa
116,6.724020061345129,3.075231923386678,5.382843896117119,2.3453994364678215,virginica
117,4.602223237463844,3.231590240032287,1.6426899558656927,0.12944169977425984,setosa
118,4.798709102499507,3.1560018596422457,0.8276459832753214,-0.09528650013250012,setosa
119,6.359511103144993,3.1949859250606374,4.3113510965583535,1.6913816742225944,versicolor
120,5.5234116059814,2.0021409460020534,3.8446796710981976,0.6007966308271844,versicolor
121,5.322042473404206,4.4457648451217,1.7013222667561336,0.20033841270518926,setosa
122,6.564387381744699,3.1305208432253027,5.773237193993231,2.157436099607821,virginica
123,4.297775604023311,3.028983470420114,1.470868135466203,0.6432741772393907,setosa
124,4.9981236575478745,3.8500394415522496,1.451120604877894,0.07503914696516267,setosa
125,4.465210770897476,3.2556369677994743,1.2284853450194566,0.17202895501893975,setosa
126,5.77835807399922,3.0181888680078046,5.385192865604709,2.2996829595618062,virginica
127,6.856972821717492,3.1078507619729665,4.952189447214702,1.809066616303776,versicolor
128,4.8625072128504065,2.9419455864366806,1.6094345768387661,0.3509244112141238,setosa
129,4.838854776675564,3.027026272600936,1.911387393495597,0.17674654414624807,setosa
130,7.23695066468115,3.1882074193841494,6.207066175823022,1.8837332370685587,virginica
131,4.359332612137264,3.168195098483567,1.2769198073273915,0.3138584350842379,setosa
132,4.552491561634772,3.4321113050557357,1.5692767314422797,0.36010590132970327,setosa
133,5.649008047361667,2.5688419693951654,4.180798012362177,1.357133549764979,versicolor
134,7.341304103831873,2.85770232452769,5.879676010979733,1.7400490976476641,virginica
135,4.726864841691975,2.9299193801092596,1.1919012054016513,0.5848846110369824,setosa
136,6.703801252704945,2.8833999276276097,5.320621213046648,1.9732651387582505,virginica
137,5.085818563576974,3.3271408926577806,1.3027933147591242,0.14865048004334336,setosa
138,6.006626880002628,2.362528856686721,4.865196183182696,1.505535915813966,versicolor
139,4.890017282750062,3.8488419926320625,1.5939597383604256,0.24094266491110472,setosa
140,5.987969268768315,2.8341760541325955,3.9320337004281756,1.7254587960775707,versicolor
141,6.224019545665897,2.9564173683083825,5.185805123567539,1.3010890674973012,versicolor
142,5.820229878280039,2.6700887591707136,4.164278114615507,0.8976635395446012,versicolor
143,5.955246178894434,3.4823547740457004,4.156310287527705,1.5178655490592048,versicolor
144,6.088193430841799,3.8815354454740874,1.2191140821133597,0.5011929729787936,setosa
145,5.6876466347976775,2.545557758848579,4.427338598799992,1.0644636660311648,versicolor
146,4.873750553263485,3.701736480427691,1.4113617979169208,0.405183867281094,setosa
147,6.753891997836449,2.9746022574425135,5.3960036845637305,2.2823256159027556,virginica
148,6.73552429301264,2.9288892929540626,4.725557515042628,1.5828546931260077,versicolor
149,5.759821211720217,2.4666706417186894,5.0744084223265,1.8556205647991877,virginica
150,7.071272491221747,3.537306433451159,6.006614073339169,2.3549410324847,virginica
151,4.748065762537243,3.8597868419860912,1.437770594142067,0.056449808663491724,setosa
152,6.848360782103477,3.135181977194803,5.642906284894191,2.485260795919238,virginica
153,6.507191882797156,2.476172791671947,5.015625407000632,1.696837901446571,versicolor
154,6.703117542546869,3.041159653019259,5.6986930198392685,1.7241674933195845,virginica
155,6.32635781803783,3.089366206990469,5.1156403010017355,1.2771189325122074,virginica
156,5.786558738817785,2.558070756500678,3.405711903017297,0.8448429560285504,versicolor
157,6.78069647424115,3.113361118789299,5.835757373677654,2.439186516904903,virginica
158,6.7731231372136635,2.951411733573323,5.486207299247824,1.718835669273958,virginica
159,6.3370711114545575,2.8259359054869266,3.784504555828902,1.1429260757169843,versicolor
160,6.265471887037063,2.4962739387753503,5.397338918285134,1.1997878378355598,virginica
161,5.071029458890564,2.558310966384314,1.4567401378695772,0.15844627020606572,setosa
162,5.456906390421683,3.3397317271691476,1.4218145246241929,0.25046721674826244,setosa
163,5.827299376957903,2.8306449520716677,5.291395507840561,1.9819412121513724,virginica
164,6.724523475236219,2.394439154760209,4.931512991162763,1.8234845452047583,virginica
165,6.53814997250341,2.9959014330059848,5.055213039978183,2.102166141591281,virginica
166,5.708354744856115,2.8734025410259587,4.859315931197785,1.6403585349112806,virginica
167,7.007313774920742,3.3503622975632554,4.762770038032971,1.3412527296859311,versicolor
168,6.439055000193812,2.1354126564983895,4.173267532139726,1.4980076111449983,versicolor
169,5.773457319606444,2.805252832420949,4.2210917348428465,1.6211442583371016,versicolor
170,6.564528970825246,2.793820059416384,4.69380082339377,1.7025395197057283,versicolor
171,6.730759061121338,3.1400001168571414,5.070369386347492,2.370164610421659,virginica
172,6.438464173645766,3.02926096519269,5.498268522404467,1.530319921169339,virginica
173,4.929167301258686,3.765485602703035,1.2798440018611912,0.2872224228071328,setosa
174,6.518036046207616,3.0269686988233397,4.594326717652373,1.2710634431311767,versicolor
175,5.946292209463221,3.2289827945058276,3.944800031906095,1.0229632779915174,versicolor
176,4.459829157464844,3.4131375332878795,0.8457304203631588,0.39122191497509273,setosa
177,5.273969131440679,2.4769554290758373,3.1691230925892424,1.1284742651783548,versicolor
178,4.709679170831553,3.009281161906243,1.2786013876655526,0.04822414859750432,setosa
179,6.416881505481998,2.6940835953394684,5.526288804705365,2.2036669979578036,virginica
180,4.873403682646428,1.9215287420456586,3.555291823734019,1.0031121088890838,versicolor
181,4.258417516891861,2.4978374510845684,1.3728469200345577,0.09567013394836553,setosa
182,6.9665222098802175,3.341242820530358,5.020819005379587,2.407394086977805,virginica
183,6.5892126031799805,2.8618753545447766,5.122259938783563,2.5333752128746294,virginica
184,5.733039682755626,2.8194284179022726,4.724256689820232,1.9093681769733488,virginica
185,4.637999888072185,3.2275543178870367,1.6625926137662501,0.027999301958733458,setosa
186,6.345349403451117,3.0501876268203905,3.9310450052609314,1.5392521968691733,versicolor
187,7.995489326383597,4.131050532253713,6.36728555779788,2.324357559452789,virginica
188,5.418582528486609,3.130250958313091,5.386232515813588,2.14459784852657,virginica
189,5.154453444395358,3.36785335628273,1.1670385874120852,0.3757745719229825,setosa
190,5.131987419066671,2.7117318210140877,3.169002706072257,0.7993503956065924,versicolor
191,4.628530685246018,3.0183129998357687,1.772459591919863,-0.06785106834438992,setosa
192,4.91493030709784,3.2748810939895527,1.8638659285435988,0.4492635046897109,setosa
193,5.379076901839875,3.511141735972567,1.5890815691266724,0.6856144812192949,setosa
194,6.287872195120681,2.6366125393631084,5.1879983809687165,1.5308192442604223,versicolor
195,5.118156342556041,3.247162712987282,2.0826636043169797,0.11010940237101113,setosa
196,6.717303772317319,3.18990492455424,5.147374316460216,1.61275545379871,versicolor
197,5.729275038733416,2.388112753068698,3.7110442388141545,1.2954117384370893,versicolor
198,7.138767022706008,3.4792884186638946,6.160699904785183,2.2296530793986395,virginica
199,6.476905930856771,3.216558494473,4.997712195313503,2.4344048343832076,virginica
200,4.178558139285364,2.377346843515666,1.320551278585722,0.14219617425844613,setosa
201,5.861552123006211,4.29390846848314,1.5604863222627914,0.284048146173813,setosa
202,5.3568020594806525,3.011074496183711,3.5504171049228077,1.3502374937243686,versicolor
203,4.934107312104948,2.9770065953485414,1.607986083083968,0.32206510919688086,setosa
204,6.645708137818912,2.851196484915303,5.647731211009292,1.7815324555861343,virginica
205,7.839215857404681,3.0438098999752037,6.042141623456104,2.70928956519182,virginica
206,4.942792087596598,3.0220971337111955,1.632253504556615,0.5832333860469161,setosa
207,6.207668697089659,3.1207835276578506,5.83140325340886,2.290036895983068,virginica
208,4.5651114370399055,3.7248652597300613,1.130934471356519,0.07791400479342046,setosa
209,4.79637129073535,2.8704189511000435,1.4908675965220375,0.3107913256739121,setosa
210,6.094055961332992,2.717189284147628,4.762454697660204,1.4699934710408025,virginica
211,4.949960894455701,3.209331834287783,1.8979923829788063,0.259772248215131,setosa
212,7.12200421730596,3.06069370485601,5.953172022004453,1.7241566583071424,virginica
213,6.250960327790921,3.0229719267147104,5.917280574569208,2.4408121076133473,virginica
214,5.285618835931052,2.545514755827279,3.3452532022783856,0.7987406881429294,versicolor
215,5.7771814507279355,2.8019210631178546,5.092173851994158,1.795708259850345,versicolor
216,6.5289790757670385,3.577225606867657,5.578963190876455,2.162085342698445,virginica
217,5.44625415310007,4.071088729221335,1.6565089213107687,0.4253183665812452,setosa
218,4.944162236167332,3.9334408755809434,1.3726275731704132,0.3018170394839519,setosa
219,4.936232263579936,3.0040744808793916,1.5249663075162168,0.5078832921198037,setosa
220,6.778120360599537,3.2826255376478324,5.99538659220959,2.306884189476013,virginica
221,6.328702052189966,2.4979145276693937,4.530486581117488,1.0920761733401925,versicolor
222,4.697404508862954,2.8155016733475415,1.6229682824514622,0.5166301921066752,setosa
223,5.758065216104264,2.514166184758111,3.7794910283988674,0.7406457797592019,versicolor
224,6.484348441138692,2.631307032952086,4.751833085493864,1.2790942996468622,versicolor
225,4.8008584401850625,3.953371880157951,1.692206959057734,0.17401018261713308,setosa
226,6.687948549866379,2.924313878310617,4.4843638631015965,1.465169754993729,versicolor
227,5.516725225866046,2.500512609385025,4.7701069968699095,2.0693162283197024,virginica
228,6.6581244110468765,2.909950179277619,4.914921360459662,1.3646325963008614,versicolor
229,4.437071015145694,2.911942735362449,1.6041385470263563,0.13084702082469724,setosa
230,6.321727559411067,2.7375681399253864,5.722276472100153,1.9806298653656111,virginica
231,4.520834909762166,3.4634105576960104,1.3026361426508541,0.5339446160087469,setosa
232,7.234476121509214,3.1196395985432,5.281363694144277,1.4439447391760796,versicolor
233,5.12026479886175,2.937972318846191,1.3996748383419177,0.22667662213064793,setosa
234,7.215639624043856,2.87770052796572,4.681441757075165,1.5452837634749856,versicolor
235,5.436820009795268,3.0681400753258345,4.963728786337397,1.4220589194671747,virginica
236,5.1258364550989395,3.614097776415471,1.3392901866196978,-0.2177554080830748,setosa
237,6.643686174450818,2.7777286975067885,4.789973988753536,1.6729109873716506,versicolor
238,6.387136276450011,3.209873538113333,4.393067381916761,1.491175395209198,versicolor
239,7.09109032345891,2.6403329800088575,4.860758888090867,1.459932912239224,versicolor
240,4.972348653444431,3.2132876979495686,1.9092308802033464,0.3752989399544334,setosa
241,5.584632000948129,3.5185783151633214,1.8491738527373407,0.26651834432055815,setosa
242,5.003193420829391,3.2232694578780925,1.8361685881739598,0.07812493838457331,setosa
243,5.634785345011881,3.675074825164856,1.1993114744811866,0.12058315637918973,setosa
244,6.233273384626888,2.7376423666101997,5.672913036369501,2.0617101452686812,virginica
245,4.935195213556103,3.2422927356849,1.5013638607814426,0.35416508473283165,setosa
246,4.818932528741169,2.889118725235833,1.1697025849295162,0.5010730986909856,setosa
247,5.190934855427938,2.3709549813956996,3.4275193106543553,0.8222593690656765,versicolor
248,5.907463493906534,3.0687396381877883,4.422447400785084,1.6506354568399273,versicolor
249,4.250970708372417,2.793522573026244,0.9880171335496425,0.055126049738735784,setosa
250,5.382761546622382,3.7750886829232413,1.7390221661878933,0.3341965412542313,setosa
251,5.456931391380494,3.3566019960650815,1.7901999422448651,0.8020309988584193,setosa
252,6.453522171521045,3.2091773946882403,5.655072024477125,1.918850249135473,virginica
253,5.125069615101385,2.5534276839947796,3.831275220033468,0.8328000686180183,versicolor
254,7.52700890041488,3.239752622877976,6.400468433973468,2.522256097057342,virginica
255,6.023186616644419,3.0215234860790545,5.277584956226145,2.1049189214914517,virginica
256,5.960940019239593,3.367576692427927,5.437152585325764,2.39508657952695,virginica
257,6.514819092841714,3.198300736032535,5.822213445924919,2.391864278702283,virginica
258,5.661447432912943,2.6461366530755495,4.520603046127237,1.1782745162795805,versicolor
259,5.036315531391957,1.9385109866411367,3.511750075285914,0.7561415075165433,versicolor
260,6.031939968089024,2.6516472442775267,4.0035205609885205,1.3560315141906947,versicolor
261,6.652151570270145,2.985353889900653,4.95306487328337,2.0963483710368336,virginica
262,6.115439848224813,2.6644063715166126,4.154721392056769,1.4022502087938586,versicolor
263,7.477238363675906,2.6085921728278456,6.105451267016246,1.9056297031070388,virginica
264,6.343039541599467,2.9870937219729146,5.290539898069154,1.765919432004067,virginica
265,4.941883170083898,2.6694370705906962,2.8873998973046437,1.083630514398353,versicolor
266,5.508488338097696,3.3835636296939553,1.7560844793813652,0.05276601231866426,setosa
267,5.726179598775208,2.7506691054995294,4.198089734051002,1.418872594444739,versicolor
268,5.866437906793464,2.3894858562935832,4.164379055950202,1.18267055989926,versicolor
269,5.975276980052269,2.7686512615585164,4.124034743915596,1.3003000140600862,versicolor
270,6.750028128182563,2.817431891519165,4.322275541017349,1.289737837391308,versicolor
271,5.489704298610591,4.384396236316362,1.3444309128203968,0.3470983296387575,setosa
272,6.134988508559217,3.0993587502533093,5.102949370131936,1.5383162149788054,virginica
273,7.105075407961526,2.755340927560665,5.291870477192269,2.3764231139020304,virginica
274,5.316257958787478,3.1126549349399792,1.7653293690580616,0.22352198734791578,setosa
275,7.715058459171416,2.43255726997527,6.8368841700106415,2.29557170107726,virginica
276,4.564181113287813,3.5206432239684617,0.9445327370643873,0.13319853064123938,setosa
277,6.66876603576885,3.3758496713186967,5.208420216435613,2.240854105860074,virginica
278,5.53332530839218,2.912986360192833,4.809016684521065,2.4661964776279257,virginica
279,6.104031685319963,2.871399346722681,4.108936011606209,1.5289937823705664,versicolor
280,5.328655509315372,3.216815446796921,4.589425113318931,1.9011804749916428,versicolor
281,5.231482382041995,3.6703055461778273,1.391035078753272,0.4228110770422597,setosa
282,5.786485969472255,2.8066248746071585,4.274152378151525,1.484029818525731,versicolor
283,6.084792078440078,3.031106058027883,4.227129274985285,1.7804825874118366,versicolor
284,6.361804024223578,3.057083387955894,4.316083837629599,1.70134702658275,versicolor
285,5.817666644011536,2.817848301830049,4.942331957987155,1.891863161088032,virginica
286,5.903728509407941,3.217862576173872,4.381894464306019,1.2334529128703373,versicolor
287,5.121006591037542,3.0969108248652804,1.4624287425520308,0.17548279629574454,setosa
288,6.107429325843299,2.8384183267430054,5.370955660638035,1.9371253383812248,virginica
289,6.772793747792787,3.0195833465351236,4.91002168198005,2.2530880213523754,virginica
290,6.3355948188286515,2.964933427905097,5.849428696207142,1.634468759173789,virginica
291,5.160410304120158,3.784816923561358,1.5319190397558928,0.5960586838476568,setosa
292,6.096497436268793,2.419873290321572,5.751256569690777,1.359344386487899,virginica
293,6.844944574214194,3.2485880330490797,6.040926329615721,2.0938574743774967,virginica
294,5.262696012751716,3.6126316692993523,2.2136211329414652,0.48281461286134914,setosa
295,6.204833709482062,2.9029838411739277,5.5440237477902174,1.629151271915566,virginica
296,5.5817682481575535,2.1391943907074014,4.135610950929601,1.3799257737581327,versicolor
297,5.63579908156969,2.3561169226764545,3.8104396409953942,1.1522769139149405,versicolor
298,6.045054447695884,2.692676291446803,5.060725000219586,1.677022253544505,virginica
299,4.684098588093914,3.670480581675888,1.3869896110527682,0.4561454570545329,setosa
300,4.913112806652629,3.367225768191286,1.2052036093100922,0.37921903259139844,setosa
301,5.817217741789222,4.4429172757870345,0.9365341386460752,0.3829076749531198,setosa
302,6.308738080596699,2.42516185032352,4.865965699568412,1.4875591928970178,versicolor
303,4.627172643575126,3.53921392553859,0.9990340907254731,0.08328946117463241,setosa
304,4.863327310879076,3.7248309484857085,1.288809125986123,1.1218774910489773,setosa
305,6.7193268904265,3.029304286284182,4.592769996032138,1.3865376774750722,versicolor
306,6.738576746087703,3.1078897840939117,5.643330498472997,2.2914283638042527,virginica
307,5.335278693188735,3.4347525822337044,1.5092571965950259,0.13152615796323336,setosa
308,5.723803106897684,2.8679468024979315,4.355654391567104,0.9977344217831351,versicolor
309,6.594286182802722,2.9941753874457673,4.319808449414017,1.3921840835771588,versicolor
310,4.654336117356954,3.0539607947815637,1.4246760110841603,0.07387302202956139,setosa
311,5.937874839321349,2.9061910758960767,4.705108699093497,1.5580624507207466,versicolor
312,5.3409321317477145,3.60416917295543,1.548324341326865,0.354293973119675,setosa
313,6.025524660644511,3.1542085771511283,5.426132777590104,2.316838227639045,virginica
314,6.7811788707679765,3.174866808002898,5.675550833790167,1.71970049378807,virginica
315,6.361625897386139,3.158227846378427,5.311526856419727,1.9112055246716546,virginica
316,4.916663153215366,3.5388536175912986,1.6496141183079964,0.2811797316478658,setosa
317,7.117634048909995,2.804232289385706,5.925298456136289,2.0841906219520134,virginica
318,4.963853440857541,3.3151413589432295,1.321787437614153,0.37940500747542294,setosa
319,7.612974621135223,2.8184932408297514,6.01579436167485,1.9535127620534725,virginica
320,6.574065866493561,3.2163778167001027,4.705844750081937,1.6608172895738866,versicolor
321,6.41865086297771,3.0529978955821195,5.390586436617433,1.8061606796860377,virginica
322,4.58010604992267,3.2107448989512473,1.3915426302094915,0.08885891537221371,setosa
323,5.393498441437431,4.134272896214407,1.3586115952826123,-0.11015772968740462,setosa
324,6.449013398944602,2.9877669871712245,4.73053709846479,1.2198690341327425,versicolor
325,6.818255122524478,3.3605764471991564,6.013120822812416,2.128943171659011,virginica
326,5.623094384897486,2.697612301097173,3.90158237380911,0.8904731912804214,versicolor
327,5.47024139636492,2.797515376732989,3.6759538147766744,1.0286305402339795,versicolor
328,5.570828189411536,2.368190409302213,4.179725075374949,1.288514891410383,versicolor
329,4.51997283501789,3.4146955330766007,1.84104495333809,0.1512705720780793,setosa
330,5.549980158923288,2.934520526033083,4.137667420687165,1.3065438923685257,versicolor
331,5.767109345115849,2.8823590941664308,4.8968020133811825,2.200135583692128,virginica
332,5.425288294347236,3.769728055405191,1.2206883858607744,0.5232919531582938,setosa
333,5.619591055834073,2.3939290150952512,4.004718617421385,1.088776048725627,versicolor
334,7.042463535177996,3.1831267756968447,4.91308048278316,1.2551163468448148,versicolor
335,6.821032120311173,3.196048231267491,4.898819094645967,1.2221100168629708,versicolor
336,5.992655504746963,2.9756786000410207,5.658515341254126,2.4095193101934593,virginica
337,6.117047932452139,2.7570354693809525,4.666774448929807,1.4227496942816846,versicolor
338,4.947458371541609,3.2858297512290973,1.603472496916414,0.018056266952484468,setosa
339,4.972129617510373,3.1553534033627924,1.534826747674007,-0.041416384020414254,setosa
340,6.183271500956123,3.280827972969671,5.337625489514137,1.9563228799585213,virginica
341,5.916129297330273,4.184730605839039,1.6726497670155462,0.33168670113359167,setosa
342,6.129439185905846,3.281051765068625,5.878840203237602,2.6379138235122386,virginica
343,6.797612958661877,2.9530526326110276,5.054624889512265,2.496911666199298,virginica
344,7.844009188002068,3.852836012426432,6.683555376933817,2.2435152864983756,virginica
345,6.311681992053984,3.194366497865851,5.101874511591555,1.4635710538987494,versicolor
346,7.3371510948592515,3.206249329728469,6.533842175863524,2.2645462006829105,virginica
347,6.451418579540704,3.2956918251439564,4.890370309438934,1.7493204469050996,virginica
